Test_Depth,Size,Coded_Site,C,Si,Mn,S,Cr,Mo,Ni,Al,V,H_Temp,Coded_Cool,T_Temp,Imp_Temp,Charpy Energy
60.325,120.65,3,0.42,0.27,0.95,0.01,1.07,0.24,0.16,0.023,0.005,860,3,580,-32,30
12.7,190,3,0.42,0.24,0.71,0.022,1.15,0.21,0.21,0.029,0.004,850,3,660,20,115.6667
12.5,230,3,0.42,0.29,0.83,0.024,1.04,0.22,0.2,0.031,0.005,860,3,680,-20,55.6667
12.7,260,4,0.42,0.28,0.75,0.02,1.1,0.18,0.27,0.028,0.003,860,3,640,20,123.3333
12.7,240,3,0.43,0.28,0.75,0.021,1.06,0.21,0.16,0.038,0.005,860,3,650,20,102.6667
12.5,101.6,3,0.315,0.28,0.56,0.003,1.05,0.25,0.2,0.029,0.004,900,3,660,-32,92.646
12.7,280,3,0.41,0.21,0.53,0.011,1.16,0.26,1.41,0.026,0.005,850,2,590,20,44.6667
12.5,150,6,0.42,0.25,0.79,0.025,1.12,0.21,0.22,0.024,0.004,840,3,650,20,106.6667
25.4,139.7,4,0.42,0.22,0.91,0.003,1.04,0.24,0.19,0.024,0.005,860,3,690,-32,69.3333
25.4,107.95,3,0.41,0.23,0.93,0.021,1.05,0.24,0.18,0.029,0.004,860,3,705,-32,110
12.5,221,2,0.42,0.24,0.72,0.011,1.08,0.22,0.15,0.023,0.006,860,3,570,-20,50.4
14.5,29,6,0.43,0.34,0.76,0.003,0.84,0.25,1.73,0.033,0.002,845,3,495,-40,19.885
12.7,130,3,0.41,0.25,0.8,0.024,1.11,0.22,0.16,0.037,0.005,860,3,650,20,132
12.7,305,3,0.315,0.22,0.54,0.003,1.06,0.24,0.21,0.024,0.005,870,3,660,-32,59.655
25.4,215.9,3,0.45,0.22,1.03,0.02,1.06,0.31,0.18,0.022,0.004,860,3,605,23,82
44.45,88.9,3,0.42,0.19,0.92,0.004,1.08,0.23,0.18,0.022,0.005,870,3,580,-32,45.6667
44.45,88.9,3,0.42,0.25,0.95,0.003,1.04,0.24,0.24,0.031,0.005,870,3,705,-32,114.339
12.5,340,4,0.42,0.29,0.78,0.024,1.13,0.2,0.2,0.024,0.005,860,3,640,-20,41.0667
12.5,215,3,0.41,0.25,0.95,0.016,1.18,0.24,0.2,0.024,0.005,860,3,690,-32,107
25.4,107.95,3,0.42,0.23,0.91,0.016,1.03,0.24,0.23,0.02,0.005,860,3,705,-32,87.3333
25.4,215.9,3,0.42,0.26,0.97,0.019,1.06,0.32,0.22,0.022,0.005,870,3,705,-32,59.6667
12.5,330,3,0.31,0.24,0.58,0.004,1,0.23,0.15,0.03,0.005,870,3,660,-32,39.3183
19.5,117,6,0.235,0.32,1.29,0.01,1.32,0.3,0.73,0.028,0.004,880,3,620,-20,157.3333
12.7,231,3,0.43,0.28,0.85,0.004,0.95,0.16,0.12,0.029,0.003,870,3,570,-20,54.9333
25.4,165.1,4,0.42,0.24,0.95,0.018,1.09,0.24,0.18,0.025,0.005,860,3,690,-32,70
12.5,310,3,0.41,0.28,0.75,0.025,1.1,0.23,0.23,0.032,0.005,860,3,660,20,74
19,76,6,0.235,0.23,0.73,0.022,0.17,0.05,0.18,0.032,0.002,880,2,600,-46,92.3333
63.5,127,3,0.42,0.25,0.93,0.004,1.06,0.23,0.21,0.026,0.005,870,3,570,-32,30.6667
12.7,280,4,0.42,0.26,0.72,0.025,1.13,0.22,0.19,0.025,0.004,860,3,640,20,86.6667
19.5,117,6,0.235,0.32,1.31,0.008,1.32,0.32,0.7,0.032,0.005,880,3,620,-20,132.6667
55,220,4,0.42,0.23,0.95,0.02,1.05,0.25,0.17,0.022,0.005,870,3,560,23,26.6667
19.5,117,6,0.25,0.3,1.26,0.011,1.35,0.33,0.69,0.02,0.004,880,3,620,-20,157.6667
12.5,210,3,0.32,0.27,0.55,0.007,1.05,0.24,0.16,0.032,0.005,870,3,695,-32,65.9823
25.4,279.4,3,0.4,0.21,0.93,0.019,1.14,0.33,0.16,0.018,0.005,870,3,700,23,112
12.5,330,4,0.42,0.26,0.74,0.025,1.08,0.2,0.3,0.03,0.005,860,3,640,20,98
19.5,117,6,0.25,0.31,1.3,0.01,1.33,0.31,0.7,0.029,0.004,880,3,620,-20,150.6667
25.4,203.2,3,0.4,0.24,0.96,0.021,1.1,0.3,0.18,0.031,0.005,870,3,690,-32,91.3333
12.5,240,3,0.42,0.24,0.81,0.028,1.06,0.2,0.28,0.032,0.004,860,3,660,20,93.3333
25.4,311.15,3,0.41,0.26,0.99,0.017,1.13,0.31,0.16,0.023,0.005,870,3,700,-32,52.6667
12.5,250,4,0.42,0.29,0.73,0.024,1.11,0.2,0.22,0.03,0.004,860,3,650,20,92.6667
25.4,75,6,0.4,0.27,0.85,0.002,1.07,0.22,0.2,0.033,0.005,870,3,570,23,70.6667
25.4,133.35,3,0.42,0.29,0.94,0.018,1.05,0.23,0.24,0.026,0.005,860,3,705,-32,83
12.7,150,6,0.42,0.28,0.75,0.02,1.1,0.18,0.27,0.028,0.003,840,3,650,20,103.3333
25.4,88.9,3,0.42,0.24,0.92,0.007,1.07,0.23,0.19,0.023,0.004,860,3,705,-32,117.6667
25.4,95.25,3,0.42,0.24,0.95,0.018,1.09,0.24,0.18,0.025,0.005,860,3,705,-32,83.6667
25.4,311.15,3,0.41,0.24,0.96,0.018,1.12,0.32,0.18,0.022,0.004,870,3,700,23,104
12.5,320,4,0.42,0.22,0.91,0.023,1.13,0.24,0.23,0.032,0.005,870,3,690,-32,74
12.5,25,6,0.155,0.11,0.94,0.001,1.33,0.9,0.14,0.019,0.24,980,2,730,23,96.6667
12.7,305,3,0.4,0.23,0.59,0.027,1.19,0.26,1.37,0.023,0.004,850,2,620,20,40.6667
25.4,254,3,0.42,0.26,0.97,0.019,1.06,0.32,0.22,0.022,0.005,870,3,700,-32,58.6667
12.5,255,4,0.43,0.26,0.8,0.001,1,0.19,0.21,0.023,0.004,860,3,650,20,103
25.4,139.7,4,0.42,0.26,0.9,0.017,1.05,0.23,0.12,0.026,0.005,870,3,690,-32,77.3333
145,290,6,0.42,0.2,0.94,0.006,1.08,0.24,0.13,0.02,0.005,860,2,600,-32,37.0587
25.4,69.85,3,0.4,0.23,0.84,0.018,0.94,0.17,0.19,0.033,0.004,860,3,560,-32,68
12.7,130,3,0.42,0.26,0.78,0.022,1.04,0.19,0.18,0.026,0.004,850,2,580,20,47.3333
25.4,200,3,0.41,0.24,0.8,0.022,1.01,0.2,0.24,0.025,0.006,860,3,590,-32,26
12.5,305,3,0.41,0.28,0.58,0.03,1.18,0.27,1.4,0.04,0.002,850,2,620,20,38
12.7,130,3,0.43,0.3,0.82,0.029,1.13,0.17,0.17,0.033,0.004,860,2,590,20,64
25.4,139.7,4,0.46,0.24,1.02,0.017,1.08,0.32,0.2,0.028,0.004,870,3,605,20,73.3333
25.4,247.65,4,0.4,0.21,0.96,0.018,1.09,0.3,0.12,0.025,0.005,860,3,695,-32,110
12.5,75,3,0.315,0.22,0.54,0.003,1.06,0.24,0.21,0.024,0.005,870,3,700,-32,152.3017
12.7,240,3,0.41,0.24,0.74,0.022,1.12,0.22,0.22,0.025,0.005,860,3,640,20,129.6667
12.5,205,4,0.42,0.22,0.91,0.023,1.13,0.24,0.23,0.032,0.005,870,3,690,-32,109.3333
25.4,220,3,0.42,0.28,0.97,0.019,1.13,0.31,0.18,0.029,0.004,870,3,705,-32,92.6667
12.7,100,3,0.41,0.26,0.79,0.023,1.08,0.28,0.15,0.028,0.005,870,3,650,20,109
8,16,6,0.48,0.26,0.72,0.025,0.17,0.03,0.15,0.027,0.001,850,2,600,20,70.3333
25.4,220,3,0.41,0.23,0.9,0.018,1.03,0.23,0.14,0.023,0.004,870,3,710,-32,53.3333
12.7,95,3,0.41,0.24,0.59,0.015,1.2,0.28,1.44,0.029,0.005,850,2,660,20,114.3333
19.5,117,6,0.24,0.3,1.31,0.011,1.33,0.32,0.7,0.028,0.004,880,3,620,-20,161.3333
12.5,190,3,0.235,0.29,0.56,0.022,3.25,0.53,0.24,0.03,0.008,900,2,600,20,134
12.5,110,4,0.41,0.25,0.95,0.016,1.18,0.24,0.2,0.024,0.005,870,3,680,-32,129.3333
25.4,76.2,3,0.41,0.25,0.93,0.021,1.07,0.23,0.15,0.025,0.004,860,3,715,-32,84
12.5,127,2,0.35,0.29,0.67,0.032,1.4,0.18,1.4,0.025,0.005,860,2,600,-20,66.6667
12.5,240,4,0.27,0.28,0.78,0.022,1.06,0.23,0.2,0.026,0.004,860,3,600,20,120.6667
12.5,290,4,0.43,0.3,0.75,0.025,1.11,0.21,0.2,0.032,0.005,860,3,650,20,92.6667
12.7,210,3,0.32,0.22,0.56,0.02,1.06,0.23,0.17,0.023,0.005,870,3,660,-32,88.127
32,168,6,0.47,0.19,1.05,0.019,1.06,0.31,0.17,0.025,0.003,850,2,600,20,58
25.4,101.6,3,0.42,0.2,0.95,0.005,1.04,0.24,0.13,0.03,0.005,860,3,705,-32,86
19.5,117,6,0.3,0.27,1.73,0.012,0.17,0.03,0.1,0.022,0.053,900,3,640,-20,102
25.4,107.95,3,0.42,0.27,0.95,0.01,1.07,0.24,0.16,0.023,0.005,860,3,705,-32,93.6667
25.4,215.9,4,0.42,0.3,0.97,0.019,1.11,0.34,0.17,0.019,0.005,860,3,695,-32,58
25.4,76.2,3,0.46,0.28,1.08,0.02,1.09,0.32,0.16,0.031,0.005,850,3,620,23,88
57.15,114.3,3,0.42,0.24,0.93,0.008,1.06,0.24,0.17,0.026,0.005,870,3,690,-32,97.6667
12.7,230,3,0.3,0.25,0.42,0.023,1.93,0.35,1.9,0.025,0.005,850,2,570,20,83.3333
38.1,76.2,3,0.42,0.24,0.93,0.013,1.05,0.23,0.18,0.024,0.005,870,3,605,-32,81.6667
25.4,203.2,4,0.42,0.29,0.97,0.019,1.11,0.33,0.19,0.031,0.005,860,3,695,23,122
47.625,95.25,3,0.42,0.25,0.93,0.004,1.06,0.23,0.21,0.026,0.005,870,3,705,-32,97.1657
12.5,160,3,0.13,0.26,0.44,0.035,1.03,0.47,0.17,0.003,0.003,925,2,680,20,105.3333
19,76,6,0.325,0.2,0.56,0.008,1.04,0.25,0.17,0.028,0.004,900,3,660,-46,111.3333
12.7,130,3,0.41,0.23,0.6,0.031,1.22,0.31,1.66,0.031,0.006,850,2,650,20,100.6667
32,168,6,0.49,0.28,1.13,0.015,1.18,0.33,0.25,0.023,0.005,850,2,605,20,63.3333
25.4,215.9,3,0.41,0.26,0.99,0.015,1.1,0.32,0.14,0.024,0.005,870,3,705,-32,65
12.7,250,4,0.41,0.25,0.72,0.026,1.14,0.22,0.26,0.03,0.004,860,3,630,20,97.0667
25.4,120.65,3,0.42,0.25,0.96,0.016,1.04,0.24,0.2,0.03,0.005,860,3,705,-32,82
25.4,165.1,3,0.42,0.21,0.92,0.021,1.05,0.25,0.14,0.027,0.004,860,3,700,-32,69.6667
12.5,75,6,0.38,0.31,0.41,0.002,1.77,0.44,4.01,0.032,0.005,875,1,560,23,46.6667
53.975,107.95,3,0.42,0.24,0.93,0.013,1.05,0.23,0.18,0.024,0.005,870,3,705,-32,108
19.5,117,6,0.305,0.27,1.68,0.02,0.17,0.03,0.1,0.023,0.053,870,3,640,-20,134
12.7,220,4,0.42,0.28,0.75,0.02,1.1,0.18,0.27,0.028,0.003,860,3,630,20,106.3333
47.625,95.25,3,0.42,0.24,0.93,0.002,1.06,0.24,0.22,0.025,0.005,870,3,590,-32,81.8
12.7,170,5,0.41,0.22,0.58,0.031,1.22,0.27,1.41,0.029,0.004,850,2,660,-20,96
25.4,114.3,3,0.42,0.24,0.96,0.017,1.04,0.23,0.15,0.022,0.005,860,3,705,-10,68
12.5,300,4,0.42,0.29,0.77,0.024,1.12,0.22,0.22,0.04,0.005,860,3,650,20,95.1667
12.7,138,3,0.36,0.3,0.72,0.032,1.38,0.16,1.35,0.02,0.005,860,1,570,20,86
25.4,254,3,0.41,0.27,0.93,0.019,1.1,0.35,0.22,0.025,0.006,860,3,705,-32,48.3333
12.5,160,3,0.4,0.25,0.78,0.024,1.09,0.22,0.25,0.024,0.005,860,3,640,20,103
25.4,152.4,4,0.42,0.27,0.95,0.018,1.08,0.24,0.18,0.024,0.005,860,3,690,-32,89
25.4,82.55,3,0.42,0.24,0.96,0.018,1.05,0.24,0.17,0.026,0.005,860,3,705,-32,113
12.7,200,3,0.32,0.25,0.53,0.002,1.04,0.24,0.15,0.027,0.005,870,3,690,-32,115.6947
25.4,279.4,3,0.41,0.27,0.95,0.017,1.14,0.33,0.16,0.024,0.005,870,3,705,23,137.3333
12.5,320,4,0.41,0.22,0.93,0.016,1.15,0.24,0.21,0.026,0.005,870,3,690,-32,47
25.4,215.9,3,0.41,0.26,0.99,0.015,1.1,0.32,0.14,0.024,0.005,870,3,700,-32,70
25.4,120.65,3,0.42,0.25,0.96,0.016,1.04,0.24,0.2,0.03,0.005,860,3,705,-32,82
12.5,173,3,0.35,0.27,0.61,0.03,1.4,0.23,1.37,0.038,0.004,860,2,570,23,80.6667
25.4,190.5,3,0.42,0.26,0.95,0.02,1.14,0.31,0.18,0.029,0.006,860,3,710,-32,131.6667
12.5,320,3,0.31,0.24,0.53,0.007,1.04,0.24,0.2,0.03,0.005,870,3,660,-32,65.0787
12.5,155,4,0.42,0.24,0.94,0.018,1.16,0.23,0.16,0.02,0.005,870,3,690,-32,116.6667
8.255,33.02,6,0.44,0.26,0.82,0.002,0.92,0.31,0.03,0.022,0.24,870,2,660,-40,65.5303
25.4,317.5,4,0.48,0.26,1.11,0.019,1.16,0.34,0.25,0.029,0.004,870,3,615,-32,61.011
12.7,180,3,0.42,0.28,0.75,0.026,1.12,0.22,0.18,0.025,0.006,860,3,650,20,110.6667
25.4,165.1,4,0.42,0.24,0.95,0.019,1.05,0.24,0.2,0.027,0.005,860,3,690,-32,98
100,200,6,0.315,0.24,0.53,0.015,1.06,0.24,0.24,0.031,0.003,900,3,660,-46,159
12.5,305,4,0.42,0.22,0.95,0.02,1.17,0.23,0.14,0.022,0.005,870,3,690,-32,70
25.4,311.15,3,0.41,0.27,0.96,0.019,1.07,0.33,0.24,0.03,0.006,860,3,695,23,78
25.4,222.25,3,0.41,0.26,0.99,0.015,1.1,0.32,0.14,0.024,0.005,870,3,705,23,131.6667
12.7,130,3,0.41,0.29,0.84,0.022,1.07,0.17,0.28,0.034,0.006,860,2,590,20,88
12.5,163,2,0.35,0.29,0.67,0.032,1.4,0.18,1.4,0.025,0.005,850,2,560,20,46.6667
12.7,270,3,0.42,0.24,0.6,0.007,1.2,0.28,1.37,0.029,0.004,850,1,610,20,82.6667
12.5,180,4,0.42,0.23,0.72,0.023,1.03,0.2,0.25,0.026,0.005,860,3,650,20,119.3333
25.4,203.2,3,0.46,0.3,1.06,0.022,1.16,0.31,0.14,0.02,0.005,860,3,610,23,77
12.5,130,3,0.41,0.28,0.75,0.025,1.1,0.23,0.23,0.032,0.005,860,2,590,20,69
19.5,117,6,0.24,0.3,1.3,0.012,1.29,0.31,0.7,0.027,0.003,880,3,620,-20,163.3333
12.7,95,5,0.41,0.24,0.59,0.028,1.22,0.27,1.37,0.024,0.004,850,1,650,20,92.6667
12.5,30,6,0.48,0.27,0.72,0.023,0.18,0.03,0.15,0.03,0.004,840,2,580,20,37.3333
12.7,200,4,0.44,0.29,0.75,0.025,1.09,0.22,0.19,0.028,0.005,860,3,630,20,104.2667
12.5,101.6,6,0.31,0.24,0.53,0.007,1.04,0.24,0.2,0.03,0.005,900,3,660,-32,89.031
25.4,101.6,3,0.42,0.24,0.96,0.017,1.04,0.23,0.15,0.022,0.005,860,3,705,-32,76.6667
12.5,150,3,0.395,0.28,0.77,0.025,1.11,0.28,0.18,0.028,0.005,860,2,675,-20,51.6667
25.8333,155,6,0.3,0.26,1.71,0.022,0.17,0.03,0.09,0.022,0.059,900,3,640,0,139.3333
25.4,152.4,4,0.42,0.26,0.93,0.008,1.04,0.24,0.19,0.022,0.004,860,3,695,23,140.3333
25.4,76.2,3,0.42,0.25,0.94,0.02,1.02,0.23,0.09,0.018,0.005,860,3,705,-32,109
12.5,230,4,0.42,0.29,0.78,0.024,1.13,0.2,0.2,0.024,0.005,860,3,640,20,89
12.5,250,4,0.42,0.28,0.74,0.025,1.1,0.21,0.16,0.027,0.005,860,3,640,20,92
12.5,280,3,0.41,0.28,0.75,0.025,1.1,0.23,0.23,0.032,0.005,860,3,660,20,109
12.7,240,3,0.41,0.24,0.74,0.021,1.13,0.2,0.22,0.023,0.004,860,3,630,20,99.2
12.7,155,3,0.32,0.22,0.56,0.02,1.06,0.23,0.17,0.023,0.005,870,3,660,-32,97.6177
12.5,220,4,0.26,0.22,0.85,0.03,1.03,0.18,0.21,0.032,0.001,860,3,640,20,126.6667
45,90,6,0.32,0.28,0.52,0.003,1.05,0.23,0.23,0.024,0.005,900,3,675,-46,127.6667
12.7,76,3,0.32,0.24,0.53,0.005,1.07,0.24,0.15,0.028,0.004,900,3,700,-32,176.2543
12.7,76.2,6,0.335,0.26,0.75,0.027,1.29,0.04,0.1,0.035,0.004,900,1,590,20,123
8,16,6,0.44,0.27,0.66,0.026,0.25,0.08,0.22,0.032,0.005,850,2,610,20,102
12.5,260,3,0.315,0.2,0.53,0.007,1.06,0.23,0.12,0.022,0.005,870,3,660,-32,45.6453
12.5,110,6,0.27,0.24,0.83,0.029,1.03,0.15,0.19,0.019,0.004,860,2,600,20,131.3333
12.7,170,3,0.41,0.24,0.74,0.021,1.13,0.2,0.22,0.023,0.004,860,3,640,20,103.4667
12.5,115,3,0.41,0.22,0.93,0.016,1.15,0.24,0.21,0.026,0.005,870,3,705,-32,132.6667
25.4,215.9,3,0.41,0.25,0.95,0.02,1.18,0.32,0.17,0.02,0.005,870,3,705,-32,42.3333
12.7,200,4,0.42,0.28,0.76,0.024,1.09,0.2,0.24,0.036,0.005,860,3,630,20,109.3333
25.4,200,3,0.41,0.24,0.8,0.022,1.01,0.2,0.24,0.025,0.006,860,3,590,23,68.3333
12.5,180,4,0.42,0.27,0.82,0.023,1.13,0.23,0.16,0.022,0.004,860,3,640,20,106.1333
12.7,300,4,0.43,0.31,0.74,0.024,1.12,0.22,0.17,0.035,0.004,860,3,640,20,68.6667
69.85,139.7,4,0.42,0.25,0.95,0.011,1.08,0.23,0.19,0.019,0.005,870,3,550,-3,36.155
53.975,107.95,3,0.42,0.24,0.93,0.013,1.05,0.23,0.18,0.024,0.005,870,3,705,-32,84
12.5,250,4,0.41,0.29,0.86,0.022,1.09,0.22,0.18,0.032,0.005,860,3,650,20,100.6667
12.5,135,4,0.42,0.24,0.94,0.018,1.16,0.23,0.16,0.02,0.005,860,3,690,-32,95.6667
12.7,150,6,0.21,0.23,1.54,0.021,0.11,0.03,0.11,0.028,0.004,900,3,600,-20,188.6667
25.4,69.85,3,0.41,0.18,0.84,0.009,1.03,0.21,0.23,0.018,0.003,870,3,575,-32,50.6667
19.5,117,6,0.24,0.3,1.28,0.008,1.27,0.3,0.65,0.025,0.005,880,3,620,-20,136.3333
12.7,305,3,0.32,0.23,0.55,0.003,1.04,0.25,0.16,0.025,0.005,870,3,660,-32,84.5117
25.4,190.5,3,0.41,0.24,0.96,0.018,1.12,0.32,0.18,0.022,0.004,870,3,705,-32,82.6667
25.4,311.15,3,0.45,0.22,1.03,0.02,1.06,0.31,0.18,0.022,0.004,860,3,600,23,60.6667
12.5,120,4,0.27,0.27,0.84,0.026,1.02,0.16,0.18,0.03,0.006,870,3,620,20,152.3333
32,168,6,0.46,0.23,1.03,0.018,1.09,0.32,0.15,0.026,0.005,850,2,595,20,76.6667
25.4,165.1,4,0.42,0.26,0.93,0.008,1.04,0.24,0.19,0.022,0.004,860,3,700,-32,65.6667
53.975,107.95,3,0.42,0.23,0.96,0.006,1.04,0.24,0.11,0.028,0.005,870,3,700,-32,60.6667
8,16,6,0.16,0.12,1.01,0.004,1.44,0.95,0.18,0.028,0.25,975,2,625,20,93.6667
12.5,250,4,0.41,0.23,0.83,0.02,1.06,0.22,0.18,0.025,0.005,860,3,640,20,100.6667
12.7,305,3,0.32,0.28,0.55,0.002,1.07,0.24,0.11,0.029,0.004,870,3,660,-32,59.655
12.5,110,3,0.43,0.25,0.77,0.015,1.09,0.17,0.2,0.028,0.005,870,3,580,-20,81.8667
12.5,135,4,0.43,0.31,0.74,0.011,1.11,0.19,0.24,0.037,0.005,860,3,620,-20,98.6667
25.4,203.2,3,0.42,0.28,0.97,0.019,1.13,0.31,0.18,0.029,0.004,870,3,705,23,144
12.5,152.4,4,0.42,0.19,0.82,0.003,1.04,0.21,0.24,0.025,0.005,860,3,690,-45,70.5017
12.5,180,4,0.42,0.29,0.73,0.024,1.11,0.2,0.22,0.03,0.004,860,3,640,20,100.3333
12.5,160,4,0.4,0.25,0.78,0.024,1.09,0.22,0.25,0.024,0.005,860,3,630,20,89.3333
25.4,220,3,0.41,0.23,0.9,0.018,1.03,0.23,0.14,0.023,0.004,870,3,710,23,102
12.7,115,3,0.4,0.22,0.59,0.027,1.18,0.29,1.39,0.035,0.005,830,2,640,20,107.3333
25.4,101.6,3,0.42,0.2,0.95,0.005,1.04,0.24,0.13,0.03,0.005,860,3,705,-32,86
75,150,6,0.4,0.22,0.84,0.025,1.11,0.24,0.24,0.02,0.005,870,3,700,-46,140.6667
12.5,260,4,0.42,0.26,0.76,0.025,1.09,0.22,0.21,0.033,0.005,860,3,650,20,95.3333
25.4,165.1,3,0.46,0.24,1.04,0.011,1.09,0.31,0.17,0.031,0.004,860,3,610,23,69.3333
12.5,240,3,0.32,0.25,0.52,0.003,1.06,0.23,0.16,0.033,0.005,870,3,660,-32,81.348
25.4,95.25,3,0.42,0.26,0.93,0.008,1.04,0.24,0.19,0.022,0.004,860,3,710,-32,95
12.7,80,3,0.41,0.28,0.79,0.026,1.09,0.29,0.27,0.024,0.004,870,3,650,20,90
12.7,130,5,0.4,0.2,0.76,0.028,1.09,0.27,0.17,0.023,0.005,880,3,610,20,95
57.5,115,6,0.32,0.28,0.52,0.003,1.05,0.23,0.23,0.024,0.005,880,3,590,-59,23.9527
12.7,60,6,0.16,0.17,0.99,0.002,1.49,0.98,0.07,0.022,0.26,960,2,655,20,104.6667
12.7,150,2,0.26,0.19,0.76,0.026,1.08,0.17,0.2,0.027,0.003,860,3,560,20,135
25.4,254,3,0.42,0.26,0.97,0.019,1.06,0.32,0.22,0.022,0.005,870,3,700,-32,56.3333
12.7,360,3,0.42,0.27,0.56,0.01,1.2,0.27,1.47,0.027,0.006,850,1,630,20,46.3333
12.7,125,3,0.32,0.26,0.53,0.004,1.03,0.23,0.24,0.029,0.005,880,3,700,-32,116.5987
12.5,140,3,0.315,0.24,0.53,0.015,1.06,0.24,0.24,0.031,0.003,870,3,660,-35,144.1667
12.5,290,3,0.4,0.23,0.59,0.019,1.16,0.26,1.38,0.032,0.004,850,2,610,20,65
12.7,220,3,0.32,0.22,0.56,0.02,1.06,0.23,0.17,0.023,0.005,870,3,660,-32,67.338
12.7,190,3,0.42,0.24,0.71,0.022,1.15,0.21,0.21,0.029,0.004,850,3,660,20,122.6667
25.4,177.8,3,0.41,0.25,0.94,0.006,1.05,0.24,0.22,0.028,0.003,860,3,705,-32,66
12.7,30,6,0.44,0.31,0.76,0.024,1.05,0.19,0.18,0.034,0.009,840,3,570,20,54.6667
12.5,280,4,0.42,0.23,0.72,0.023,1.03,0.2,0.25,0.026,0.005,860,3,650,20,109.3333
12.7,114.3,3,0.42,0.26,0.61,0.03,1.21,0.27,1.4,0.024,0.004,850,2,655,20,124.3333
12.7,140,3,0.41,0.24,0.77,0.03,1.09,0.24,0.17,0.028,0.003,850,3,650,20,118
25.4,82.55,3,0.46,0.21,1.06,0.019,1.06,0.31,0.2,0.02,0.003,870,3,615,23,75
44.45,88.9,3,0.42,0.24,0.93,0.002,1.06,0.24,0.22,0.025,0.005,870,3,705,-32,126.9933
12.7,80,3,0.32,0.22,0.53,0.007,1.05,0.24,0.15,0.028,0.005,870,3,700,-32,155.917
12.7,180,4,0.44,0.28,0.74,0.023,1.15,0.19,0.17,0.03,0.005,860,3,630,20,85.0667
12.5,107.95,4,0.43,0.23,0.92,0.002,1.04,0.24,0.18,0.024,0.004,870,3,695,-45,103.945
73.025,146.05,4,0.41,0.26,0.93,0.002,1.08,0.23,0.18,0.032,0.005,870,3,550,-32,29.8277
69.85,139.7,4,0.42,0.25,0.95,0.011,1.08,0.23,0.19,0.019,0.005,870,3,565,-32,36.6667
19.5,117,6,0.24,0.35,1.31,0.011,1.3,0.31,0.68,0.028,0.004,880,3,620,-20,158.3333
12.7,210,3,0.345,0.34,0.64,0.019,1.59,0.2,1.49,0.027,0.005,860,2,640,20,124
25.4,158.75,4,0.47,0.26,1.08,0.019,1.09,0.32,0.19,0.033,0.004,870,3,610,20,72.6667
25.4,101.6,4,0.46,0.28,1.05,0.018,1.09,0.31,0.17,0.022,0.005,870,3,610,23,76
12.7,220,3,0.365,0.32,0.63,0.026,1.41,0.2,1.41,0.038,0.005,860,1,570,20,59.3333
12.5,340,3,0.41,0.26,0.82,0.025,1.01,0.18,0.17,0.035,0.005,870,3,640,-20,36.2667
12.5,220,4,0.44,0.29,0.83,0.021,1.02,0.21,0.21,0.031,0.005,850,3,630,20,89.8667
25.4,200,3,0.41,0.24,0.8,0.022,1.01,0.2,0.24,0.025,0.006,860,3,590,-32,28
25.4,82.55,3,0.43,0.27,0.93,0.022,1.08,0.24,0.23,0.022,0.004,860,3,710,-32,114.6667
12.5,305,3,0.42,0.25,0.61,0.02,1.14,0.26,1.4,0.029,0.003,850,2,620,20,85.3333
12.5,250,4,0.44,0.25,0.82,0.021,0.99,0.2,0.2,0.025,0.005,860,3,640,20,94.6667
12.5,150,6,0.43,0.26,0.8,0.022,1.07,0.21,0.21,0.03,0.005,840,3,650,20,102.6667
12.5,231,3,0.43,0.28,0.85,0.004,0.95,0.16,0.12,0.029,0.003,870,3,570,-20,54.9333
12.5,305,3,0.42,0.35,0.59,0.028,1.27,0.28,1.37,0.036,0.006,850,2,630,20,74.6667
12.5,280,3,0.42,0.26,0.74,0.025,1.08,0.2,0.3,0.03,0.005,860,3,640,20,80.5333
12.5,300,4,0.43,0.28,0.77,0.022,1.06,0.21,0.21,0.026,0.005,860,3,630,20,61.3333
12.5,250,4,0.41,0.29,0.86,0.022,1.09,0.22,0.18,0.032,0.005,860,3,650,20,103.3333
8,16,6,0.48,0.31,0.68,0.02,0.15,0.02,0.16,0.023,0.002,850,2,610,20,94
25.4,228.6,3,0.42,0.26,0.95,0.02,1.14,0.31,0.18,0.029,0.006,860,3,710,-32,84
12.5,230,3,0.42,0.29,0.78,0.024,1.13,0.2,0.2,0.024,0.005,860,3,670,-20,53.3333
12.7,305,3,0.32,0.22,0.56,0.02,1.06,0.23,0.17,0.023,0.005,870,3,660,-32,38.8663
12.5,50,6,0.41,0.24,0.71,0.004,0.84,0.25,1.71,0.023,0.002,820,2,495,20,39
12.5,209.55,3,0.48,0.24,1.05,0.024,1.11,0.33,0.17,0.03,0.006,860,3,610,20,74
12.7,150,6,0.42,0.28,0.76,0.024,1.09,0.2,0.24,0.036,0.005,840,3,650,20,99
25.4,222.25,3,0.41,0.25,0.95,0.02,1.18,0.32,0.17,0.02,0.005,870,3,705,-32,92.6667
38.1,76.2,3,0.42,0.24,0.93,0.008,1.06,0.24,0.17,0.026,0.005,870,3,705,-32,135
25.4,75,6,0.43,0.23,0.83,0.025,1.02,0.22,0.22,0.022,0.004,870,3,565,-32,50.3333
25.4,279.4,4,0.43,0.25,0.97,0.017,1.15,0.31,0.16,0.025,0.005,860,3,700,-32,48
